state_name,state_name_slug,state_code,state_code_slug,district,title,party,name,name_slug,first_name,middle_name,last_name,name_suffix,goes_by,gender,ethnicity,religion,date_of_birth,entered_office,term_end,website,contact_page,facebook_url,twitter_handle,twitter_url,photo_url
North Carolina,north-carolina,NC,nc,3,representative,republican,Gregory Murphy,gregory-murphy,Gregory,,Murphy,,Greg,male,white-american,unspecified,3/5/1963,9/17/2019,1/3/2023,https://gregmurphy.house.gov,https://gregmurphy.house.gov/contact,https://facebook.com/RepGregMurphy,RepGregMurphy,https://twitter.com/RepGregMurphy,https://cdn.civil.services/us-house/headshots/512x512/gregory-murphy.jpg
Florida,florida,FL,fl,17,representative,republican,Gregory Steube,gregory-steube,Gregory,W.,Steube,,Greg,male,white-american,unspecified,5/19/1978,1/3/2019,1/3/2023,https://steube.house.gov,https://steube.house.gov/contact,https://facebook.com/GregSteube,gregsteube,https://twitter.com/gregsteube,https://cdn.civil.services/us-house/headshots/512x512/gregory-steube.jpg
Florida,florida,FL,fl,12,representative,republican,Gus Bilirakis,gus-bilirakis,Gus,M.,Bilirakis,,,male,white-american,eastern-orthodox,2/8/1963,1/4/2007,1/3/2023,https://bilirakis.house.gov,https://bilirakis.house.gov/contact/email-me,https://facebook.com/GusBilirakis,RepGusBilirakis,https://twitter.com/RepGusBilirakis,https://cdn.civil.services/us-house/headshots/512x512/gus-bilirakis.jpg
Wisconsin,wisconsin,WI,wi,4,representative,democrat,Gwen Moore,gwen-moore,Gwen,,Moore,,,female,african-american,baptist,4/18/1951,1/4/2005,1/3/2023,https://gwenmoore.house.gov,https://gwenmoore.house.gov/index.cfm?sectionid=58,https://facebook.com/GwenSMoore,RepGwenMoore,https://twitter.com/RepGwenMoore,https://cdn.civil.services/us-house/headshots/512x512/gwen-moore.jpg
New York,new-york,NY,ny,8,representative,democrat,Hakeem Jeffries,hakeem-jeffries,Hakeem,,Jeffries,,,male,african-american,baptist,8/4/1970,1/3/2013,1/3/2023,https://jeffries.house.gov,https://jeffries.house.gov/contact/email-me,https://facebook.com/RepHakeemJeffries,RepJeffries,https://twitter.com/RepJeffries,https://cdn.civil.services/us-house/headshots/512x512/hakeem-jeffries.jpg
Michigan,michigan,MI,mi,11,representative,democrat,Haley Stevens,haley-stevens,Haley,M.,Stevens,,,female,white-american,unspecified,6/24/1983,1/3/2019,1/3/2023,https://stevens.house.gov,https://stevens.house.gov/contact,https://facebook.com/HouseDemocrats,RepHaleyStevens,https://twitter.com/housedemocrats,https://cdn.civil.services/us-house/headshots/512x512/haley-stevens.jpg
Kentucky,kentucky,KY,ky,5,representative,republican,Harold Rogers,harold-rogers,Harold,,Rogers,,Hal,male,white-american,southern-baptist,12/31/1937,1/5/1981,1/3/2023,https://halrogers.house.gov,https://halrogers.house.gov/contact/contactform.htm,https://facebook.com/pagesHarold-Rogers/6722039085,RepHalRogers,https://twitter.com/RepHalRogers,https://cdn.civil.services/us-house/headshots/512x512/harold-rogers.jpg
Texas,texas,TX,tx,28,representative,democrat,Henry Cuellar,henry-cuellar,Henry,,Cuellar,,,male,hispanic-american,roman-catholic,9/19/1955,1/4/2005,1/3/2023,https://cuellar.house.gov,https://cuellar.house.gov/contact/sendmeanemail.htm,https://facebook.com/repcuellar,RepCuellar,https://twitter.com/RepCuellar,https://cdn.civil.services/us-house/headshots/512x512/henry-cuellar.jpg
Georgia,georgia,GA,ga,4,representative,democrat,Henry Johnson,henry-johnson,Henry,C.,Johnson,Jr.,Hank,male,african-american,soka-gakkai-buddhist,10/2/1954,1/4/2007,1/3/2023,https://hankjohnson.house.gov,https://hankjohnson.house.gov/contact/email,https://facebook.com/RepHankJohnson,RepHankJohnson,https://twitter.com/RepHankJohnson,https://cdn.civil.services/us-house/headshots/512x512/henry-johnson.jpg
Minnesota,minnesota,MN,mn,5,representative,democrat,Ilhan Omar,ilhan-omar,Ilhan,,Omar,,,female,middle-eastern-american,muslim,10/4/1981,1/3/2019,1/3/2023,https://omar.house.gov,https://omar.house.gov/contact,https://facebook.com/HouseDemocrats,IlhanMN,https://twitter.com/housedemocrats,https://cdn.civil.services/us-house/headshots/512x512/ilhan-omar.jpg
Michigan,michigan,MI,mi,1,representative,republican,Jack Bergman,jack-bergman,Jack,,Bergman,,,male,white-american,unspecified,2/2/1947,1/3/2017,1/3/2023,https://bergman.house.gov,https://bergman.house.gov/contact/email,https://facebook.com/bergmanforcongress,JackBergman_MI1,https://twitter.com/JackBergman_MI1,https://cdn.civil.services/us-house/headshots/512x512/jack-bergman.jpg
California,california,CA,ca,14,representative,democrat,Jackie Speier,jackie-speier,Jackie,,Speier,,,female,white-american,roman-catholic,5/14/1950,4/8/2008,1/3/2023,https://speier.house.gov,https://speier.house.gov/contact,https://facebook.com/JackieSpeier,RepSpeier,https://twitter.com/RepSpeier,https://cdn.civil.services/us-house/headshots/512x512/jackie-speier.jpg
Indiana,indiana,IN,in,2,representative,republican,Jackie Walorski,jackie-walorski,Jackie,,Walorski,,,female,white-american,evangelical,8/17/1963,1/3/2013,1/3/2023,https://walorski.house.gov,https://walorski.house.gov/contact/email,https://facebook.com/RepJackieWalorski,RepWalorski,https://twitter.com/RepWalorski,https://cdn.civil.services/us-house/headshots/512x512/jackie-walorski.jpg
Kansas,kansas,KS,ks,2,representative,republican,Jacob LaTurner,jacob-laturner,Jacob,,LaTurner,,Jake,male,white-american,catholic,2/17/1988,1/3/2021,1/3/2023,https://laturner.house.gov,https://laturner.house.gov/contact,https://facebook.com/Congressman-Jake-LaTurner-105331281509462,RepLaTurner,https://twitter.com/RepLaTurner,https://cdn.civil.services/us-house/headshots/512x512/jacob-laturner.jpg
Connecticut,connecticut,CT,ct,5,representative,democrat,Jahana Hayes,jahana-hayes,Jahana,,Hayes,,,female,african-american,unspecified,3/8/1973,1/3/2019,1/3/2023,https://hayes.house.gov,https://hayes.house.gov/contact,https://facebook.com/jahanahayesct,RepJahanaHayes,https://twitter.com/jahanahayesct?lang=en,https://cdn.civil.services/us-house/headshots/512x512/jahana-hayes.jpg
Washington,washington,WA,wa,3,representative,republican,Jaime Herrera Beutler,jaime-herrera-beutler,Jaime,,Herrera Beutler,,,female,hispanic-american,christian,11/3/1978,1/5/2011,1/3/2023,https://herrerabeutler.house.gov,https://herrerabeutler.house.gov/contact,https://facebook.com/herrerabeutler,HerreraBeutler,https://twitter.com/HerreraBeutler,https://cdn.civil.services/us-house/headshots/512x512/jaime-herrera-beutler.jpg
Massachusetts,massachusetts,MA,ma,4,representative,democrat,Jake Auchincloss,jake-auchincloss,Jake,Daniel,Auchincloss,,,male,white-american,jewish,1/29/1988,1/3/2021,1/3/2023,https://auchincloss.house.gov,https://auchincloss.house.gov/contact,https://facebook.com/RepAuchincloss,RepAuchincloss,https://twitter.com/RepAuchincloss,https://cdn.civil.services/us-house/headshots/512x512/jake-auchincloss.jpg
New York,new-york,NY,ny,16,representative,democrat,Jamaal Bowman,jamaal-bowman,Jamaal,,Bowman,,,male,african-american,unspecified,4/1/1976,1/3/2021,1/3/2023,https://bowman.house.gov,https://bowman.house.gov/contact,https://facebook.com/CongressmanBowman,RepBowman,https://twitter.com/RepBowman,https://cdn.civil.services/us-house/headshots/512x512/jamaal-bowman.jpg
South Carolina,south-carolina,SC,sc,6,house-majority-whip,democrat,James Clyburn,james-clyburn,James,E.,Clyburn,,,male,african-american,african-methodist,7/21/1940,1/5/1993,1/3/2023,https://clyburn.house.gov,https://clyburn.house.gov/contact-me/email-me,https://facebook.com/jameseclyburn,WhipClyburn,https://twitter.com/Clyburn,https://cdn.civil.services/us-house/headshots/512x512/james-clyburn.jpg
Massachusetts,massachusetts,MA,ma,2,representative,democrat,James McGovern,james-mcgovern,James,,McGovern,,Jim,male,white-american,roman-catholic,11/20/1959,1/7/1997,1/3/2023,https://mcgovern.house.gov,https://mcgovern.house.gov/contact/email-me,https://facebook.com/repjimmcgovern,RepMcGovern,https://twitter.com/RepMcGovern,https://cdn.civil.services/us-house/headshots/512x512/james-mcgovern.jpg
Maryland,maryland,MD,md,8,representative,democrat,Jamie Raskin,jamie-raskin,Jamie,,Raskin,,,male,white-american,jewish,12/13/1962,1/3/2017,1/3/2023,https://raskin.house.gov,https://raskin.house.gov/contact/email,https://facebook.com/repraskin,repraskin,https://twitter.com/repraskin,https://cdn.civil.services/us-house/headshots/512x512/jamie-raskin.jpg
Illinois,illinois,IL,il,9,representative,democrat,Janice Schakowsky,janice-schakowsky,Janice,,Schakowsky,,Jan,female,white-american,jewish,5/26/1944,1/6/1999,1/3/2023,https://schakowsky.house.gov,https://schakowsky.house.gov/write-to-congresswoman-jan-schakowsky,https://facebook.com/janschakowsky,janschakowsky,https://twitter.com/janschakowsky,https://cdn.civil.services/us-house/headshots/512x512/janice-schakowsky.jpg
Maine,maine,ME,me,2,representative,democrat,Jared Golden,jared-golden,Jared,,Golden,,,male,white-american,unspecified,7/25/1982,1/3/2019,1/3/2023,https://golden.house.gov,https://golden.house.gov/contact,https://facebook.com/HouseDemocrats,RepGolden,https://twitter.com/housedemocrats,https://cdn.civil.services/us-house/headshots/512x512/jared-golden.jpg
California,california,CA,ca,2,representative,democrat,Jared Huffman,jared-huffman,Jared,,Huffman,,,male,white-american,unspecified,2/18/1964,1/3/2013,1/3/2023,https://huffman.house.gov,https://huffman.house.gov/contact/email-me,https://facebook.com/RepHuffman,RepHuffman,https://twitter.com/RepHuffman,https://cdn.civil.services/us-house/headshots/512x512/jared-huffman.jpg
Colorado,colorado,CO,co,6,representative,democrat,Jason Crow,jason-crow,Jason,,Crow,,,male,white-american,unspecified,3/15/1979,1/3/2019,1/3/2023,https://crow.house.gov,https://crow.house.gov/contact,https://facebook.com/JasonCrowforCongress,RepJasonCrow,https://twitter.com/JasonCrowCO6,https://cdn.civil.services/us-house/headshots/512x512/jason-crow.jpg
Missouri,missouri,MO,mo,8,representative,republican,Jason Smith,jason-smith,Jason,,Smith,,,male,white-american,pentecostal,6/16/1980,6/4/2013,1/3/2023,https://jasonsmith.house.gov,https://jasonsmith.house.gov/contact/email-jason,https://facebook.com/repjasonsmith,RepJasonSmith,https://twitter.com/RepJasonSmith,https://cdn.civil.services/us-house/headshots/512x512/jason-smith.jpg
California,california,CA,ca,8,representative,republican,Jay Obernolte,jay-obernolte,Jay,Phillip,Obernolte,,,male,white-american,christian,8/18/1970,1/3/2021,1/3/2023,https://obernolte.house.gov,https://obernolte.house.gov/contact,https://facebook.com/RepObernolte,JayObernolte,https://twitter.com/JayObernolte,https://cdn.civil.services/us-house/headshots/512x512/jay-obernolte.jpg
South Carolina,south-carolina,SC,sc,3,representative,republican,Jeff Duncan,jeff-duncan,Jeff,,Duncan,,,male,white-american,southern-baptist,1/7/1966,1/5/2011,1/3/2023,https://jeffduncan.house.gov,https://jeffduncan.house.gov/contact-me/email-me,https://facebook.com/RepJeffDuncan,RepJeffDuncan,https://twitter.com/RepJeffDuncan,https://cdn.civil.services/us-house/headshots/512x512/jeff-duncan.jpg
Nebraska,nebraska,NE,ne,1,representative,republican,Jeff Fortenberry,jeff-fortenberry,Jeff,,Fortenberry,,,male,white-american,roman-catholic,12/27/1960,1/4/2005,1/3/2023,https://fortenberry.house.gov,https://fortenberry.house.gov/contact,https://facebook.com/jefffortenberry,JeffFortenberry,https://twitter.com/JeffFortenberry,https://cdn.civil.services/us-house/headshots/512x512/jeff-fortenberry.jpg
New York,new-york,NY,ny,10,representative,democrat,Jerrold Nadler,jerrold-nadler,Jerrold,,Nadler,,Jerry,male,white-american,jewish,6/13/1947,11/3/1992,1/3/2023,https://jerroldnadler.house.gov,https://jerroldnadler.house.gov/forms/writeyourrep/default.aspx,https://facebook.com/CongressmanNadler,RepJerryNadler,https://twitter.com/RepJerryNadler,https://cdn.civil.services/us-house/headshots/512x512/jerrold-nadler.jpg
Alabama,alabama,AL,al,1,representative,republican,Jerry Carl,jerry-carl,Jerry,Lee,Carl,Jr.,,male,white-american,southern-baptist,6/17/1958,1/3/2021,1/3/2023,https://carl.house.gov,https://carl.house.gov/contact,https://facebook.com/RepJerryCarl,RepJerryCarl,https://twitter.com/RepJerryCarl,https://cdn.civil.services/us-house/headshots/512x512/jerry-carl.jpg
California,california,CA,ca,9,representative,democrat,Jerry McNerney,jerry-mcnerney,Jerry,,McNerney,,,male,white-american,roman-catholic,6/18/1951,1/4/2007,1/3/2023,https://mcnerney.house.gov,https://mcnerney.house.gov/contact/email-me,https://facebook.com/jerrymcnerney,RepMcNerney,https://twitter.com/RepMcNerney,https://cdn.civil.services/us-house/headshots/512x512/jerry-mcnerney.jpg
Illinois,illinois,IL,il,4,representative,democrat,Jesus Garcia,jesus-garcia,Jesus,G.,Garcia,,,male,hispanic-american,unspecified,4/12/1956,1/3/2019,1/3/2023,https://jesusgarcia.house.gov,https://jesusgarcia.house.gov/contact,https://facebook.com/HouseDemocrats,RepChuyGarcia,https://twitter.com/housedemocrats,https://cdn.civil.services/us-house/headshots/512x512/jesus-garcia.jpg
Indiana,indiana,IN,in,3,representative,republican,Jim Banks,jim-banks,Jim,,Banks,,,male,white-american,unspecified,7/16/1979,1/3/2017,1/3/2023,https://banks.house.gov,https://banks.house.gov/contact/email,https://facebook.com/JimBanksForCongress,jim_banks,https://twitter.com/jim_banks,https://cdn.civil.services/us-house/headshots/512x512/jim-banks.jpg
Tennessee,tennessee,TN,tn,5,representative,democrat,Jim Cooper,jim-cooper,Jim,,Cooper,,,male,white-american,episcopalian,6/19/1954,1/3/1983,1/3/2023,https://cooper.house.gov,https://cooper.house.gov/contact,https://facebook.com/JimCooper,repjimcooper,https://twitter.com/repjimcooper,https://cdn.civil.services/us-house/headshots/512x512/jim-cooper.jpg
California,california,CA,ca,16,representative,democrat,Jim Costa,jim-costa,Jim,,Costa,,,male,white-american,roman-catholic,4/13/1952,1/4/2005,1/3/2023,https://costa.house.gov,https://costa.house.gov/contact,https://facebook.com/RepJimCosta,RepJimCosta,https://twitter.com/RepJimCosta,https://cdn.civil.services/us-house/headshots/512x512/jim-costa.jpg
Connecticut,connecticut,CT,ct,4,representative,democrat,Jim Himes,jim-himes,Jim,,Himes,,,male,white-american,presbyterian,7/5/1966,1/6/2009,1/3/2023,https://himes.house.gov,https://himes.house.gov/contact-me/email-me,https://facebook.com/CongressmanJimHimes,jahimes,https://twitter.com/jahimes,https://cdn.civil.services/us-house/headshots/512x512/jim-himes.jpg
Ohio,ohio,OH,oh,4,representative,republican,Jim Jordan,jim-jordan,Jim,,Jordan,,,male,white-american,christian,2/17/1964,1/4/2007,1/3/2023,https://jordan.house.gov,https://jordan.house.gov/contact,https://facebook.com/repjimjordan,Jim_Jordan,https://twitter.com/Jim_Jordan,https://cdn.civil.services/us-house/headshots/512x512/jim-jordan.jpg
Rhode Island,rhode-island,RI,ri,2,representative,democrat,Jim Langevin,jim-langevin,Jim,,Langevin,,,male,white-american,roman-catholic,4/22/1964,1/3/2001,1/3/2023,https://langevin.house.gov,https://langevin.house.gov/contact-me/email-me,https://facebook.com/CongressmanJimLangevin,jimlangevin,https://twitter.com/jimlangevin,https://cdn.civil.services/us-house/headshots/512x512/jim-langevin.jpg
California,california,CA,ca,34,representative,democrat,Jimmy Gomez,jimmy-gomez,Jimmy,,Gomez,,,male,hispanic-american,christian,11/25/1974,7/11/2017,1/3/2023,https://gomez.house.gov,https://gomez.house.gov/contact,https://facebook.com/RepJimmyGomez,repjimmygomez,https://twitter.com/repjimmygomez,https://cdn.civil.services/us-house/headshots/512x512/jimmy-gomez.jpg
California,california,CA,ca,20,representative,democrat,Jimmy Panetta,jimmy-panetta,Jimmy,,Panetta,,,male,white-american,roman-catholic,10/1/1969,1/3/2017,1/3/2023,https://panetta.house.gov,https://panetta.house.gov/contact/email,https://facebook.com/JimmyPanettaForCongress,RepJimmyPanetta,https://twitter.com/RepJimmyPanetta,https://cdn.civil.services/us-house/headshots/512x512/jimmy-panetta.jpg
Texas,texas,TX,tx,20,representative,democrat,Joaquin Castro,joaquin-castro,Joaquin,,Castro,,,male,hispanic-american,roman-catholic,9/16/1974,1/3/2013,1/3/2023,https://castro.house.gov,https://castro.house.gov/contact/email-me,https://facebook.com/JoaquinCastroTX,JoaquinCastrotx,https://twitter.com/JoaquinCastrotx,https://cdn.civil.services/us-house/headshots/512x512/joaquin-castro.jpg
Texas,texas,TX,tx,19,representative,republican,Jodey Arrington,jodey-arrington,Jodey,,Arrington,,,male,white-american,christian,3/9/1972,1/3/2017,1/3/2023,https://arrington.house.gov,https://arrington.house.gov/contact/email,https://facebook.com/JodeyArrington,JodeyArrington,https://twitter.com/JodeyArrington,https://cdn.civil.services/us-house/headshots/512x512/jodey-arrington.jpg
Georgia,georgia,GA,ga,10,representative,republican,Jody Hice,jody-hice,Jody,,Hice,,,male,white-american,southern-baptist,4/22/1960,1/6/2015,1/3/2023,https://hice.house.gov,https://hice.house.gov/contact,https://facebook.com/CongressmanJodyHice,CongressmanHice,https://twitter.com/CongressmanHice,https://cdn.civil.services/us-house/headshots/512x512/jody-hice.jpg
Connecticut,connecticut,CT,ct,2,representative,democrat,Joe Courtney,joe-courtney,Joe,,Courtney,,,male,white-american,roman-catholic,4/6/1953,1/4/2007,1/3/2023,https://courtney.house.gov,https://courtney.house.gov/contact/email,https://facebook.com/joecourtney,RepJoeCourtney,https://twitter.com/RepJoeCourtney,https://cdn.civil.services/us-house/headshots/512x512/joe-courtney.jpg
Colorado,colorado,CO,co,2,representative,democrat,Joe Neguse,joe-neguse,Joe,,Neguse,,,male,white-american,unspecified,5/13/1984,1/3/2019,1/3/2023,https://neguse.house.gov,https://neguse.house.gov/contact,https://facebook.com/joeneguseforcongress,JoeNeguse,https://twitter.com/JoeNeguse,https://cdn.civil.services/us-house/headshots/512x512/joe-neguse.jpg
South Carolina,south-carolina,SC,sc,2,representative,republican,Joe Wilson,joe-wilson,Joe,,Wilson,,,male,white-american,presbyterian,7/31/1947,12/18/2001,1/3/2023,https://joewilson.house.gov,https://joewilson.house.gov/contact/email-me,https://facebook.com/JoeWilson,RepJoeWilson,https://twitter.com/RepJoeWilson,https://cdn.civil.services/us-house/headshots/512x512/joe-wilson.jpg
Utah,utah,UT,ut,3,representative,republican,John  Curtis ,john-curtis,John ,Ream,Curtis ,,,male,white-american,mormon,5/10/1960,11/13/2017,1/3/2023,https://curtis.house.gov,https://curtis.house.gov/offices,https://facebook.com/RepJohnCurtis,RepJohnCurtis,https://twitter.com/RepJohnCurtis,https://cdn.civil.services/us-house/headshots/512x512/john-curtis.jpg
Texas,texas,TX,tx,31,representative,republican,John Carter,john-carter,John,,Carter,,,male,white-american,lutheran,11/6/1941,1/7/2003,1/3/2023,https://carter.house.gov,https://carter.house.gov/email-john2,https://facebook.com/judgecarter,JudgeCarter,https://twitter.com/JudgeCarter,https://cdn.civil.services/us-house/headshots/512x512/john-carter.jpg
California,california,CA,ca,3,representative,democrat,John Garamendi,john-garamendi,John,,Garamendi,,,male,white-american,roman-catholic,1/24/1945,11/3/2009,1/3/2023,https://garamendi.house.gov,https://garamendi.house.gov/contact-me/email-me,https://facebook.com/repgaramendi,RepGaramendi,https://twitter.com/RepGaramendi,https://cdn.civil.services/us-house/headshots/512x512/john-garamendi.jpg
New York,new-york,NY,ny,24,representative,republican,John Katko,john-katko,John,,Katko,,,male,white-american,roman-catholic,11/9/1962,1/6/2015,1/3/2023,https://katko.house.gov,https://katko.house.gov/contact/email,https://facebook.com/RepJohnKatko,RepJohnKatko,https://twitter.com/RepJohnKatko,https://cdn.civil.services/us-house/headshots/512x512/john-katko.jpg
Connecticut,connecticut,CT,ct,1,representative,democrat,John Larson,john-larson,John,B.,Larson,,,male,white-american,roman-catholic,7/22/1948,1/6/1999,1/3/2023,https://larson.house.gov,https://larson.house.gov/contact/email,https://facebook.com/RepJohnLarson,RepJohnLarson,https://twitter.com/RepJohnLarson,https://cdn.civil.services/us-house/headshots/512x512/john-larson.jpg
Michigan,michigan,MI,mi,4,representative,republican,John Moolenaar,john-moolenaar,John,,Moolenaar,,,male,white-american,christian,5/8/1961,1/6/2015,1/3/2023,https://moolenaar.house.gov,https://moolenaar.house.gov/contact/email,https://facebook.com/RepMoolenaar,RepMoolenaar,https://twitter.com/RepMoolenaar,https://cdn.civil.services/us-house/headshots/512x512/john-moolenaar.jpg
Florida,florida,FL,fl,4,representative,republican,John Rutherford,john-rutherford,John,,Rutherford,,,male,white-american,roman-catholic,9/2/1952,1/3/2017,1/3/2023,https://rutherford.house.gov,https://rutherford.house.gov/contact/email,https://facebook.com/JohnRutherfordFL,RepRutherfordFL,https://twitter.com/JRutherfordFL,https://cdn.civil.services/us-house/headshots/512x512/john-rutherford.jpg
Maryland,maryland,MD,md,3,representative,democrat,John Sarbanes,john-sarbanes,John,P.,Sarbanes,,,male,white-american,eastern-orthodox,5/22/1962,1/4/2007,1/3/2023,https://sarbanes.house.gov,https://sarbanes.house.gov/contact/email-me/email-me-bills-zip-authenticated,https://facebook.com/RepSarbanes,RepSarbanes,https://twitter.com/RepSarbanes,https://cdn.civil.services/us-house/headshots/512x512/john-sarbanes.jpg
Kentucky,kentucky,KY,ky,3,representative,democrat,John Yarmuth,john-yarmuth,John,A.,Yarmuth,,,male,white-american,jewish,11/4/1947,1/4/2007,1/3/2023,https://yarmuth.house.gov,https://yarmuth.house.gov/contact-john2,https://facebook.com/RepJohnYarmuth,RepJohnYarmuth,https://twitter.com/RepJohnYarmuth,https://cdn.civil.services/us-house/headshots/512x512/john-yarmuth.jpg
New York,new-york,NY,ny,25,representative,democrat,Joseph Morelle,joseph-morelle,Joseph,,Morelle,,Joe,male,white-american,christian,4/29/1957,1/3/2019,1/3/2023,https://morelle.house.gov,https://morelle.house.gov/contact,https://facebook.com/RepJoeMorelle,RepJoeMorelle,https://twitter.com/RepJoeMorelle,https://cdn.civil.services/us-house/headshots/512x512/joseph-morelle.jpg
New Jersey,new-jersey,NJ,nj,5,representative,democrat,Josh Gottheimer,josh-gottheimer,Josh,,Gottheimer,,,male,white-american,unspecified,3/8/1975,1/3/2017,1/3/2023,https://gottheimer.house.gov,https://gottheimer.house.gov/contact/email,https://facebook.com/Josh-Gottheimer-1024984580892392,JoshGottheimer,https://twitter.com/JoshGottheimer,https://cdn.civil.services/us-house/headshots/512x512/josh-gottheimer.jpg
California,california,CA,ca,10,representative,democrat,Josh Harder,josh-harder,Josh,,Harder,,,male,white-american,unspecified,8/1/1986,1/3/2019,1/3/2023,https://harder.house.gov,https://harder.house.gov/contact/email-me,https://facebook.com/harderforcongress,RepJoshHarder,https://twitter.com/joshua_harder,https://cdn.civil.services/us-house/headshots/512x512/josh-harder.jpg
Ohio,ohio,OH,oh,3,representative,democrat,Joyce Beatty,joyce-beatty,Joyce,,Beatty,,,female,african-american,baptist,3/12/1950,1/3/2013,1/3/2023,https://beatty.house.gov,https://beatty.house.gov/contact/email-me,https://facebook.com/pagesJoyce-Beatty/656884781042633,RepBeatty,https://twitter.com/RepBeatty,https://cdn.civil.services/us-house/headshots/512x512/joyce-beatty.jpg
California,california,CA,ca,51,representative,democrat,Juan Vargas,juan-vargas,Juan,,Vargas,,,male,hispanic-american,roman-catholic,3/7/1961,1/3/2013,1/3/2023,https://vargas.house.gov,https://vargas.house.gov/contact,https://facebook.com/RepJuanVargas,RepJuanVargas,https://twitter.com/RepJuanVargas,https://cdn.civil.services/us-house/headshots/512x512/juan-vargas.jpg
California,california,CA,ca,27,representative,democrat,Judy Chu,judy-chu,Judy,,Chu,,,female,asian-american,baptist,7/7/1953,7/16/2009,1/3/2023,https://chu.house.gov,https://chu.house.gov/contact/email,https://facebook.com/RepJudyChu,RepJudyChu,https://twitter.com/RepJudyChu,https://cdn.civil.services/us-house/headshots/512x512/judy-chu.jpg
California,california,CA,ca,26,representative,democrat,Julia Brownley,julia-brownley,Julia,,Brownley,,,female,white-american,episcopalian,8/28/1952,1/3/2013,1/3/2023,https://juliabrownley.house.gov,https://juliabrownley.house.gov/contact/email-me,https://facebook.com/RepJuliaBrownley,JuliaBrownley,https://twitter.com/JuliaBrownley26,https://cdn.civil.services/us-house/headshots/512x512/julia-brownley.jpg
Hawaii,hawaii,HI,hi,2,representative,democrat,Kaiali'i Kahele,kaialii-kahele,Kaiali'i,,Kahele,,,male,pacific-islander,unspecified,3/28/1974,1/3/2021,1/3/2023,https://kahele.house.gov,https://kahele.house.gov/contact,https://facebook.com/KaiKahele,kaikahele,https://twitter.com/kaikahele,https://cdn.civil.services/us-house/headshots/512x512/kaialii-kahele.jpg
California,california,CA,ca,37,representative,democrat,Karen Bass,karen-bass,Karen,,Bass,,,female,african-american,baptist,10/3/1953,1/5/2011,1/3/2023,https://bass.house.gov,https://bass.house.gov/contact/email,https://facebook.com/RepKarenBass,RepKarenBass,https://twitter.com/RepKarenBass,https://cdn.civil.services/us-house/headshots/512x512/karen-bass.jpg
Florida,florida,FL,fl,3,representative,republican,Katherine Cammack,katherine-cammack,Katherine,,Cammack,,Kat,female,white-american,christian,2/16/1988,1/3/2021,1/3/2023,https://cammack.house.gov,https://cammack.house.gov/contact,https://facebook.com/RepKatCammack,RepKatCammack,https://twitter.com/RepKatCammack,https://cdn.civil.services/us-house/headshots/512x512/katherine-cammack.jpg
Massachusetts,massachusetts,MA,ma,5,representative,democrat,Katherine Clark,katherine-clark,Katherine,,Clark,,,female,white-american,christian,7/17/1963,12/12/2013,1/3/2023,https://katherineclark.house.gov,https://katherineclark.house.gov/index.cfm/email-me,https://facebook.com/CongresswomanClark,RepKClark,https://twitter.com/RepKClark,https://cdn.civil.services/us-house/headshots/512x512/katherine-clark.jpg
New York,new-york,NY,ny,4,representative,democrat,Kathleen Rice,kathleen-rice,Kathleen,,Rice,,,female,white-american,roman-catholic,2/15/1965,1/6/2015,1/3/2023,https://kathleenrice.house.gov,https://kathleenrice.house.gov/contact,https://facebook.com/repkathleenrice,RepKathleenRice,https://twitter.com/RepKathleenRice,https://cdn.civil.services/us-house/headshots/512x512/kathleen-rice.jpg
Florida,florida,FL,fl,14,representative,democrat,Kathy Castor,kathy-castor,Kathy,,Castor,,,female,white-american,presbyterian,8/20/1966,1/4/2007,1/3/2023,https://castor.house.gov,https://castor.house.gov/contact/contactform.htm,https://facebook.com/USRepKathyCastor,USRepKCastor,https://twitter.com/USRepKCastor,https://cdn.civil.services/us-house/headshots/512x512/kathy-castor.jpg
California,california,CA,ca,45,representative,democrat,Katie Porter,katie-porter,Katie,,Porter,,,female,white-american,unspecified,1/3/1974,1/3/2019,1/3/2023,https://porter.house.gov,https://porter.house.gov/contact,https://facebook.com/katieporteroc,katieporteroc,https://twitter.com/katieporteroc,https://cdn.civil.services/us-house/headshots/512x512/katie-porter.jpg
Texas,texas,TX,tx,12,representative,republican,Kay Granger,kay-granger,Kay,,Granger,,,female,white-american,methodist,1/18/1943,1/7/1997,1/3/2023,https://kaygranger.house.gov,https://kaygranger.house.gov/contact-kay/email-me,https://facebook.com/RepKayGranger,RepKayGranger,https://twitter.com/RepKayGranger,https://cdn.civil.services/us-house/headshots/512x512/kay-granger.jpg
Colorado,colorado,CO,co,4,representative,republican,Ken Buck,ken-buck,Ken,,Buck,,,male,white-american,christian,2/16/1959,1/6/2015,1/3/2023,https://buck.house.gov,https://buck.house.gov/contact/email,https://facebook.com/repkenbuck,RepKenBuck,https://twitter.com/RepKenBuck,https://cdn.civil.services/us-house/headshots/512x512/ken-buck.jpg
California,california,CA,ca,42,representative,republican,Ken Calvert,ken-calvert,Ken,,Calvert,,,male,white-american,congregationalist,6/8/1953,1/5/1993,1/3/2023,https://calvert.house.gov,https://calvert.house.gov/contact,https://facebook.com/RepKenCalvert,KenCalvert,https://twitter.com/KenCalvert,https://cdn.civil.services/us-house/headshots/512x512/ken-calvert.jpg
